status,private pool,propertyType,street,baths,homeFacts,fireplace,city,schools,sqft,zipcode,beds,state,stories,mls-id,PrivatePool,MlsId,target
Under Contract Show,,Condo/Townhome/Row Home/Co-Op,3402 Ellingford Rd,2.5,"{'atAGlanceFacts': [{'factValue': '2019', 'factLabel': 'Year built'}, {'factValue': '', 'factLabel': 'Remodeled year'}, {'factValue': ', Heat Pump - Heat', 'factLabel': 'Heating'}, {'factValue': 'Heat Pump - AC, Multizone A/C', 'factLabel': 'Cooling'}, {'factValue': 'Attached Garage, Driveway', 'factLabel': 'Parking'}, {'factValue': None, 'factLabel': 'lotsize'}, {'factValue': '$123', 'factLabel': 'Price/sqft'}]}",,Charlotte,"[{'rating': ['2', '4', '1', 'NR', '2', '2', 'NR', 'NR'], 'data': {'Distance': ['1.2 mi', '2.8 mi', '0.7 mi', '1.5 mi', '3.1 mi', '3.6 mi', '2.9 mi', '4.2 mi'], 'Grades': ['K–5', '6–8', '9–12', 'K–12', 'PK–8', '9–12', 'K–12', 'K–6']}, 'name': ['Tuckaseegee Elementary School', 'Whitewater Middle School', 'West Mecklenburg High School', 'Mountain Island Day Community Charter School', 'Berryhill Elementary School', 'Harding University High School', 'Paw Creek Christian Academy Private School', 'Knowledge Is Power Early Learning Prog Private School']}]",1704,28214,4,NC,2 Story,,,3576079,"$208,900"
For sale,,Single Family,314 Hanna Ct,Bathrooms: 2,"{'atAGlanceFacts': [{'factValue': '2013', 'factLabel': 'Year built'}, {'factValue': '', 'factLabel': 'Remodeled year'}, {'factValue': 'Other', 'factLabel': 'Heating'}, {'factValue': 'Central', 'factLabel': 'Cooling'}, {'factValue': '2 spaces', 'factLabel': 'Parking'}, {'factValue': '5,850 sqft lot', 'factLabel': 'lotsize'}, {'factValue': '$175', 'factLabel': 'Price/sqft'}]}",,College Station,"[{'rating': ['6/10', '7/10', '8/10'], 'data': {'Distance': ['1 mi', '1.6 mi', '0.3 mi'], 'Grades': ['PK-4', '7-8', '9-12']}, 'name': ['Creek View Elementary School', 'College Station Middle School', 'College Station High School']}]","Total interior livable area: 1,178 sqft",77845,3 bd,TX,1.0,19010085,,,"$206,000"
Active,,Traditional,3415 Oak Links Ave ,,"{'atAGlanceFacts': [{'factValue': '1998', 'factLabel': 'Year built'}, {'factValue': '1998', 'factLabel': 'Remodeled year'}, {'factValue': 'Central Electric, Zoned', 'factLabel': 'Heating'}, {'factValue': 'Central Gas, Zoned', 'factLabel': 'Cooling'}, {'factValue': '', 'factLabel': 'Parking'}, {'factValue': '0.37 Acres', 'factLabel': 'lotsize'}, {'factValue': '$129 / Sq. Ft.', 'factLabel': 'Price/sqft'}]}",1,Houston,"[{'rating': ['7', '5', '8'], 'data': {'Distance': ['1.6 mi', '3.0 mi', '1.5 mi'], 'Grades': ['Preschool to 5', '6 to 8', '9 to 12']}, 'name': ['Falcon Pass Elementary School', 'Space Center Int', 'Clear Lake High School']}]","5,879",77059,,TX,2,,,74523821,"759,500"
for sale,,townhouse,5182 Ashley River Rd,3 Baths,"{'atAGlanceFacts': [{'factValue': '2015', 'factLabel': 'Year built'}, {'factValue': '', 'factLabel': 'Remodeled year'}, {'factValue': 'Forced Air', 'factLabel': 'Heating'}, {'factValue': 'Central', 'factLabel': 'Cooling'}, {'factValue': 'Attached Garage', 'factLabel': 'Parking'}, {'factValue': '1,830 sqft', 'factLabel': 'lotsize'}, {'factValue': '$149/sqft', 'factLabel': 'Price/sqft'}]}",,West Palm Beach,"[{'rating': ['3/10', '3/10', '4/10'], 'data': {'Distance': ['1.35mi', '0.82mi', '0.58mi'], 'Grades': ['9-12', '6-8', 'K-5']}, 'name': ['Palm Beach Lakes High School', 'Bear Lakes Middle School', 'Egret Lake Elementary School']}]","1,673 sqft",33417,3 Beds,FL,2.0,,,RX-10550671,"$249,000"
For sale,,Single Family,1615 Harpers Ferry Rd,Bathrooms: 4,"{'atAGlanceFacts': [{'factValue': '2000', 'factLabel': 'Year built'}, {'factValue': '', 'factLabel': 'Remodeled year'}, {'factValue': 'Other', 'factLabel': 'Heating'}, {'factValue': 'Central', 'factLabel': 'Cooling'}, {'factValue': '3 spaces', 'factLabel': 'Parking'}, {'factValue': '1.33 acres lot', 'factLabel': 'lotsize'}, {'factValue': '$162', 'factLabel': 'Price/sqft'}]}",Yes,College Station,"[{'rating': ['8/10', '7/10', '8/10'], 'data': {'Distance': ['1.8 mi', '4.3 mi', '3.1 mi'], 'Grades': ['PK-4', '7-8', '9-12']}, 'name': ['Forest Ridge', 'College Station Middle School', 'College Station High School']}]","Total interior livable area: 3,822 sqft",77845,4 bd,TX,0.0,19000854,,,"$619,000"
,,Condo,4779 Collins Ave APT 3306,2.0,"{'atAGlanceFacts': [{'factValue': '2000', 'factLabel': 'Year built'}, {'factValue': '2000', 'factLabel': 'Remodeled year'}, {'factValue': 'Forced air', 'factLabel': 'Heating'}, {'factValue': 'Central', 'factLabel': 'Cooling'}, {'factValue': 'Off street', 'factLabel': 'Parking'}, {'factValue': None, 'factLabel': 'lotsize'}, {'factValue': '$745', 'factLabel': 'Price/sqft'}]}",,Miami Beach,"[{'rating': ['10/10', '4/10', '5/10'], 'data': {'Distance': ['25.9 mi', '1 mi', '1.7 mi'], 'Grades': ['PK-8', '6-8', '9-12']}, 'name': ['Air Base Elementary School', 'Nautilus Middle School', 'Miami Beach Senior High School']}]","1,100",33140,1,FL,,,,A10774266,"$820,000"
Active,,Land,Scott Rd,,"{'atAGlanceFacts': [{'factValue': '', 'factLabel': 'Year built'}, {'factValue': '', 'factLabel': 'Remodeled year'}, {'factValue': '', 'factLabel': 'Heating'}, {'factValue': '', 'factLabel': 'Cooling'}, {'factValue': '', 'factLabel': 'Parking'}, {'factValue': '87120', 'factLabel': 'lotsize'}, {'factValue': None, 'factLabel': 'Price/sqft'}]}",,Signal Mountain,"[{'rating': ['4', '5', '6', 'NR'], 'data': {'Distance': ['11.0 mi', '10.9 mi', '10.9 mi', '4.5 mi'], 'Grades': ['PK–4', '5–8', '9–12', 'K–5']}, 'name': ['Griffith Elementary School', 'Sequatchie Co Middle School', 'Sequatchie Co High School', 'Signal Mountain Christian Private School']}]",0,37377,,TN,,,,1306648,"$30,000"
Active,,,1719 Douglas Ave ,,"{'atAGlanceFacts': [{'factValue': '1986', 'factLabel': 'Year built'}, {'factValue': '', 'factLabel': 'Remodeled year'}, {'factValue': '', 'factLabel': 'Heating'}, {'factValue': '', 'factLabel': 'Cooling'}, {'factValue': '', 'factLabel': 'Parking'}, {'factValue': '—', 'factLabel': 'lotsize'}, {'factValue': None, 'factLabel': 'Price/sqft'}]}",,Kissimmee,"[{'rating': ['4', '3', '5', '10', '3'], 'data': {'Distance': ['0.7 mi', '4.1 mi', '0.8 mi', '7.3 mi', '1.8 mi'], 'Grades': ['K to 5', 'K to 5', '6 to 8', '6 to 12', '9 to 12']}, 'name': ['Sunrise Elementary School', 'Thacker Avenue Elementary School For International Studies', 'Horizon Middle School', 'Osceola County School of Arts', 'Poinciana High School']}]",,34758,,FL,,,,5013368,"39,000"
,,Miscellaneous,1 Fisher Island Dr SLIP 31,,"{'atAGlanceFacts': [{'factValue': 'No Data', 'factLabel': 'Year built'}, {'factValue': None, 'factLabel': 'Remodeled year'}, {'factValue': 'No Data', 'factLabel': 'Heating'}, {'factValue': 'No Data', 'factLabel': 'Cooling'}, {'factValue': 'No Data', 'factLabel': 'Parking'}, {'factValue': None, 'factLabel': 'lotsize'}, {'factValue': 'No Data', 'factLabel': 'Price/sqft'}]}",,Miami Beach,"[{'rating': ['10/10', '4/10', '5/10'], 'data': {'Distance': ['22.2 mi', '3.3 mi', '2.4 mi'], 'Grades': ['PK-8', '6-8', '9-12']}, 'name': ['Air Base Elementary School', 'Nautilus Middle School', 'Miami Beach Senior High School']}]",,33109, ,FL,,,,A10704656,"$550,000"
Active,,Single Family Home,5470 W 5th Ave,2,"{'atAGlanceFacts': [{'factValue': '1956', 'factLabel': 'Year built'}, {'factValue': '', 'factLabel': 'Remodeled year'}, {'factValue': 'Forced Air', 'factLabel': 'Heating'}, {'factValue': 'Air Conditioning-Central', 'factLabel': 'Cooling'}, {'factValue': '', 'factLabel': 'Parking'}, {'factValue': '7727', 'factLabel': 'lotsize'}, {'factValue': '$203', 'factLabel': 'Price/sqft'}]}",,Lakewood,"[{'rating': ['3', '2', '1', '2', '5', 'NR', 'NR', 'NR'], 'data': {'Distance': ['1.2 mi', '2.5 mi', '0.9 mi', '0.6 mi', '1.6 mi', '1.5 mi', '0.4 mi', '1.0 mi'], 'Grades': ['K–6', '7–12', '9–12', 'PK–6', '7–12', '9–12', 'PK–6', '9–12']}, 'name': ['Deane Elementary School', 'Alameda International High School', 'New America School', 'Molholm Elementary School', 'Jefferson County Open Secondary School', 'Brady Exploration School', 'Montessori Private School of Lake Wood', 'Beth Jacob Private School']}]",1794,80226,4.0,CO,Ranch/1 Story,,,5071281,"$364,988"
for sale,,single-family home,2665 Castilla Isle,9 Baths,"{'atAGlanceFacts': [{'factValue': '2016', 'factLabel': 'Year built'}, {'factValue': '2017', 'factLabel': 'Remodeled year'}, {'factValue': 'Forced Air', 'factLabel': 'Heating'}, {'factValue': 'Central', 'factLabel': 'Cooling'}, {'factValue': 'Attached Garage', 'factLabel': 'Parking'}, {'factValue': '0.46 acres', 'factLabel': 'lotsize'}, {'factValue': '$2,323/sqft', 'factLabel': 'Price/sqft'}]}",yes,Fort Lauderdale,"[{'rating': ['7/10', '5/10', '7/10'], 'data': {'Distance': ['2.59mi', '1.66mi', '2.05mi'], 'Grades': ['9-12', '6-8', 'PK-5']}, 'name': ['Fort Lauderdale High School', 'Sunrise Middle School', 'Harbordale Elementary School']}]","10,330 sqft",33301,7 Beds,FL,3.0,,yes,F10158668,"$24,000,000"
for sale,,single-family home,19150 Stahelin Ave,,"{'atAGlanceFacts': [{'factValue': '1943', 'factLabel': 'Year built'}, {'factValue': '', 'factLabel': 'Remodeled year'}, {'factValue': 'Forced Air', 'factLabel': 'Heating'}, {'factValue': '', 'factLabel': 'Cooling'}, {'factValue': '', 'factLabel': 'Parking'}, {'factValue': '5,227 sqft', 'factLabel': 'lotsize'}, {'factValue': '$29/sqft', 'factLabel': 'Price/sqft'}]}",,Detroit,"[{'rating': ['4/10', '4/10', '4/10', '4/10', '3/10', '2/10', '3/10', '2/10', '6/10', '1/10', '3/10', '3/10', '2/10'], 'data': {'Distance': ['2.48mi', '2.02mi', '10.23mi', '10.64mi', '10.54mi', '10.09mi', '0.62mi', '2.09mi', '3.37mi', '4.84mi', '8.2mi', '12.82mi', '9.28mi'], 'Grades': ['9-12', 'K-8', '9-12', '9-12', 'K-8', '5-8', 'K-8', '5-8', 'K-8', '9-12', 'K-12', 'K-8', '6-12']}, 'name': ['Communication And Media Arts High School', 'Foreign Language Immersion And Cultural Studies', 'Detroit School of Arts', 'Cass Technical High School', 'Spain Elementary-Middle School', 'Clippert Academy', 'Emerson Elementary-Middle School', 'Ludington Magnet Middle School', 'Bates Academy', 'Cody Academy Of Public Leadership', 'Detroit International Academy For Young Women', ""Edward 'Duke' Ellington @ Beckham"", 'Douglass Academy For Young Men']}]","1,020 sqft",48219,3 Beds,MI,1.0,,,219087795,"$29,900"
Active,,,MLS #: DEGI3979395,,"{'atAGlanceFacts': [{'factValue': '', 'factLabel': 'Year built'}, {'factValue': '', 'factLabel': 'Remodeled year'}, {'factValue': '', 'factLabel': 'Heating'}, {'factValue': '', 'factLabel': 'Cooling'}, {'factValue': '', 'factLabel': 'Parking'}, {'factValue': '—', 'factLabel': 'lotsize'}, {'factValue': None, 'factLabel': 'Price/sqft'}]}",,New York,"[{'rating': ['9', 'NR', '10', '9', '8', '2'], 'data': {'Distance': ['0.1 mi', '0.1 mi', '0.3 mi', '3.4 mi', '3.3 mi', '0.7 mi'], 'Grades': ['Preschool to 5', 'K to 8', '6 to 8', '6 to 8', '6 to 11', '6 to 12']}, 'name': ['PS 290 Manhattan New School', ""Children's Academy"", 'Junior High School 167 Robert F Wagner', 'Nyc Lab Middle School For Collaborative Studies', 'Middle School 260 Clinton School Writers And Artists', 'Life Sciences Secondary School']}]",,10028,,NY,,,,DEGI3979395,"3,150,000"
For sale,,Condo,606 W 81st St # 129 E,Bathrooms: 1,"{'atAGlanceFacts': [{'factValue': '1971', 'factLabel': 'Year built'}, {'factValue': '', 'factLabel': 'Remodeled year'}, {'factValue': 'Forced air', 'factLabel': 'Heating'}, {'factValue': 'Central', 'factLabel': 'Cooling'}, {'factValue': '', 'factLabel': 'Parking'}, {'factValue': '-- sqft lot', 'factLabel': 'lotsize'}, {'factValue': '', 'factLabel': 'Price/sqft'}]}",,Hialeah,"[{'rating': ['10/10', '6/10', '6/10'], 'data': {'Distance': ['24.7 mi', '1.5 mi', '0.7 mi'], 'Grades': ['PK-8', '6-8', '9-12']}, 'name': ['Air Base Elementary School', 'Miami Lakes Middle School', 'Hialeah-Miami Lakes Senior High School']}]",-- sqft,33014,1 bd,FL,,A10773663,,,"$130,000"
,,Single Family,6373 S Fig Ave,1,"{'atAGlanceFacts': [{'factValue': '1966', 'factLabel': 'Year built'}, {'factValue': '1966', 'factLabel': 'Remodeled year'}, {'factValue': 'No Data', 'factLabel': 'Heating'}, {'factValue': 'No Data', 'factLabel': 'Cooling'}, {'factValue': 'Attached Garage', 'factLabel': 'Parking'}, {'factValue': '0.5 acres', 'factLabel': 'lotsize'}, {'factValue': None, 'factLabel': 'Price/sqft'}]}",Yes,Fresno,"[{'rating': ['5/10', '3/10'], 'data': {'Distance': ['0.9 mi', '0.6 mi'], 'Grades': ['K-8', '9-12']}, 'name': ['Washington Colony Elementary School', 'Washington High School']}]","1,008 sqft",93706,3,CA,1.0,,,,"$156,146"
for sale,,condo,13230 Sanford Ave #4E,,"{'atAGlanceFacts': [{'factValue': '1935', 'factLabel': 'Year built'}, {'factValue': '', 'factLabel': 'Remodeled year'}, {'factValue': 'Other', 'factLabel': 'Heating'}, {'factValue': '', 'factLabel': 'Cooling'}, {'factValue': '', 'factLabel': 'Parking'}, {'factValue': '', 'factLabel': 'lotsize'}, {'factValue': '$920/sqft', 'factLabel': 'Price/sqft'}]}",,Flushing,"[{'rating': ['3/10', '7/10', '7/10'], 'data': {'Distance': ['1.21mi', '0.82mi', '0.67mi'], 'Grades': ['9-12', '6-8', 'PK-5']}, 'name': ['John Bowne High School', 'Jhs 189 Daniel Carter Beard', 'Ps 120']}]",689 sqft,11355,,NY,,,,3146400,"$633,900"
Active,,Single Family Home,2010 Brimberry St,2,"{'atAGlanceFacts': [{'factValue': '1955', 'factLabel': 'Year built'}, {'factValue': '', 'factLabel': 'Remodeled year'}, {'factValue': '', 'factLabel': 'Heating'}, {'factValue': 'Central Electric', 'factLabel': 'Cooling'}, {'factValue': 'Parking Desc', 'factLabel': 'Parking'}, {'factValue': '7200', 'factLabel': 'lotsize'}, {'factValue': '$292', 'factLabel': 'Price/sqft'}]}",,Houston,"[{'rating': ['3', '7', '2', 'NR', '5', '2', 'NR', 'NR'], 'data': {'Distance': ['0.5 mi', '0.6 mi', '1.5 mi', '0.7 mi', '0.7 mi', '1.4 mi', '0.3 mi', '0.7 mi'], 'Grades': ['PK–5', '6–8', '9–12', 'PK–4', '5–8', '9–12', 'K–12', 'PK–12']}, 'name': ['Stevens Elementary School', 'Black Middle School', 'Waltrip High School', 'KIPP Nexus Primary School', 'KIPP Nexus Middle School', 'Scarborough High School', 'New Heights Christian Academy Private School', 'British International Private School of Houston']}]",1780,77018,3.0,TX,1,,,36263149,"$520,000"
Active,,Traditional,8627 Lawncliff Ln ,,"{'atAGlanceFacts': [{'factValue': '1983', 'factLabel': 'Year built'}, {'factValue': '1983', 'factLabel': 'Remodeled year'}, {'factValue': 'Central Electric, Central Gas', 'factLabel': 'Heating'}, {'factValue': 'Central Electric', 'factLabel': 'Cooling'}, {'factValue': '', 'factLabel': 'Parking'}, {'factValue': '5,000 Sq. Ft.', 'factLabel': 'lotsize'}, {'factValue': '$102 / Sq. Ft.', 'factLabel': 'Price/sqft'}]}",1,Houston,"[{'rating': ['5', '5', '5'], 'data': {'Distance': ['0.1 mi', '2.8 mi', '2.0 mi'], 'Grades': ['Preschool to 5', '6 to 8', '9 to 12']}, 'name': ['Reed Elementary School', 'Dean Middle School', 'Jersey Village High School']}]","2,114",77040,,TX,2,,,76977182,"216,500"
Active,,Single Family Home,15426 98th Ct NE,3.5,"{'atAGlanceFacts': [{'factValue': '2019', 'factLabel': 'Year built'}, {'factValue': '', 'factLabel': 'Remodeled year'}, {'factValue': '', 'factLabel': 'Heating'}, {'factValue': '', 'factLabel': 'Cooling'}, {'factValue': '', 'factLabel': 'Parking'}, {'factValue': '9583', 'factLabel': 'lotsize'}, {'factValue': '$386', 'factLabel': 'Price/sqft'}]}",1,Bothell,"[{'rating': ['7', '6', '9', '5', 'NR', '9', 'NR', 'NR'], 'data': {'Distance': ['0.9 mi', '1.5 mi', '0.6 mi', '1.6 mi', '2.8 mi', '1.5 mi', '1.1 mi', '1.2 mi'], 'Grades': ['PK–6', '7–9', '10–12', 'PK–6', 'PK–12', '10–12', 'PK–12', 'PK–1']}, 'name': ['Moorlands Elementary School', 'Northshore Jr High School', 'Inglemoor High School', 'Woodmoor Elementary School', 'Northshore Special Services School', 'Bothell High School', 'Cedar Park Christian Private School', 'Countryside Montessori Private School']}]",3755,98011,4,WA,,,,1496287,"$1,450,000"
for sale,,condo,1090 Carroll St #4R,2 Baths,"{'atAGlanceFacts': [{'factValue': '2019', 'factLabel': 'Year built'}, {'factValue': '', 'factLabel': 'Remodeled year'}, {'factValue': '', 'factLabel': 'Heating'}, {'factValue': '', 'factLabel': 'Cooling'}, {'factValue': '', 'factLabel': 'Parking'}, {'factValue': '', 'factLabel': 'lotsize'}, {'factValue': '$1,038/sqft', 'factLabel': 'Price/sqft'}]}",,Brooklyn,"[{'rating': ['4/10', '4/10'], 'data': {'Distance': ['0.39mi', '0.28mi'], 'Grades': ['6-8', 'PK-5']}, 'name': ['Ms 61 Gladstone H Atwell', 'Ps 161 The Crown']}]",578 sqft,11225,,NY,2.0,,,3963700,"$600,000"
For sale,Yes,Single Family,5370 Christie Ann Pl # 17,Bathrooms: 2,"{'atAGlanceFacts': [{'factValue': '1992', 'factLabel': 'Year built'}, {'factValue': '1992', 'factLabel': 'Remodeled year'}, {'factValue': 'Forced air', 'factLabel': 'Heating'}, {'factValue': 'Central', 'factLabel': 'Cooling'}, {'factValue': 'Attached Garage', 'factLabel': 'Parking'}, {'factValue': '-- sqft lot', 'factLabel': 'lotsize'}, {'factValue': '$133', 'factLabel': 'Price/sqft'}]}",,Sarasota,"[{'rating': ['10/10', '9/10', '6/10'], 'data': {'Distance': ['1 mi', '1.3 mi', '4.5 mi'], 'Grades': ['K-5', '6-8', '9-12']}, 'name': ['Ashton Elementary School', 'Sarasota Middle School', 'Sarasota High School']}]","Total interior livable area: 1,936 sqft",34233,3 bd,FL,1.0,O5821850,,,"$258,000"
for sale,,townhouse,2047 S Darien St,,"{'atAGlanceFacts': [{'factValue': '1920', 'factLabel': 'Year built'}, {'factValue': '', 'factLabel': 'Remodeled year'}, {'factValue': 'Radiant', 'factLabel': 'Heating'}, {'factValue': 'Wall', 'factLabel': 'Cooling'}, {'factValue': '', 'factLabel': 'Parking'}, {'factValue': '672 sqft', 'factLabel': 'lotsize'}, {'factValue': '$198/sqft', 'factLabel': 'Price/sqft'}]}",,Philadelphia,"[{'rating': ['1/10', '3/10'], 'data': {'Distance': ['0.42mi', '0.17mi'], 'Grades': ['9-12', 'PK-8']}, 'name': ['South Philadelphia High School', 'Southwark School']}]",860 sqft,19148,2 Beds,PA,2.0,,,PAPH838222,"$169,900"
,,Townhouse,7900 Westheimer Rd APT 116,2,"{'atAGlanceFacts': [{'factValue': '1967', 'factLabel': 'Year built'}, {'factValue': '1967', 'factLabel': 'Remodeled year'}, {'factValue': 'Other', 'factLabel': 'Heating'}, {'factValue': 'Central', 'factLabel': 'Cooling'}, {'factValue': 'No Data', 'factLabel': 'Parking'}, {'factValue': '5.08 acres', 'factLabel': 'lotsize'}, {'factValue': '$104', 'factLabel': 'Price/sqft'}]}",,Houston,"[{'rating': ['7/10', '5/10', '2/10'], 'data': {'Distance': ['1.2 mi', '2.4 mi', '0.7 mi'], 'Grades': ['PK-5', '6-8', '9-12']}, 'name': ['Briargrove Elementary School', 'Grady Middle School', 'Lee High School']}]",985,77063,2,TX,1.0,,,57229694,"$102,500"
for sale,,single-family home,2620 Rutherford Dr,2 Baths,"{'atAGlanceFacts': [{'factValue': '1925', 'factLabel': 'Year built'}, {'factValue': '1943', 'factLabel': 'Remodeled year'}, {'factValue': 'Forced Air', 'factLabel': 'Heating'}, {'factValue': 'Central', 'factLabel': 'Cooling'}, {'factValue': '2', 'factLabel': 'Parking'}, {'factValue': '4,620 sqft', 'factLabel': 'lotsize'}, {'factValue': '$776/sqft', 'factLabel': 'Price/sqft'}]}",yes,Los Angeles,"[{'rating': ['7/10', '6/10', '3/10'], 'data': {'Distance': ['0.65mi', '1.58mi', '1.38mi'], 'Grades': ['K-6', '9-12', '6-8']}, 'name': ['Cheremoya Avenue Elementary School', 'Hollywood Senior High School', 'Joseph Le Conte Middle School']}]","1,713 sqft",90068,2 Beds,CA,1.0,,,19532386,"$1,329,500"
Active,,,1949 79 St ,,"{'atAGlanceFacts': [{'factValue': '1925', 'factLabel': 'Year built'}, {'factValue': '1925', 'factLabel': 'Remodeled year'}, {'factValue': '', 'factLabel': 'Heating'}, {'factValue': '', 'factLabel': 'Cooling'}, {'factValue': '', 'factLabel': 'Parking'}, {'factValue': '1,683 Sq. Ft.', 'factLabel': 'lotsize'}, {'factValue': '$738 / Sq. Ft.', 'factLabel': 'Price/sqft'}]}",,Brooklyn,"[{'rating': ['8', '7', '4'], 'data': {'Distance': ['0.1 mi', '0.5 mi', '0.5 mi'], 'Grades': ['K to 5', '6 to 8', '9 to 12']}, 'name': ['PS 186 Dr Irving A Gladstone', 'I.S. 96 Seth Low', 'New Utrecht High School']}]","1,312",11214,,NY,2,,,435102,"968,000"
Active,,Single Family Home,124 Roach Hollow Rd,2,"{'atAGlanceFacts': [{'factValue': '1960', 'factLabel': 'Year built'}, {'factValue': '', 'factLabel': 'Remodeled year'}, {'factValue': 'Central, Electric', 'factLabel': 'Heating'}, {'factValue': 'Central, Electric', 'factLabel': 'Cooling'}, {'factValue': '', 'factLabel': 'Parking'}, {'factValue': '69696', 'factLabel': 'lotsize'}, {'factValue': '$51', 'factLabel': 'Price/sqft'}]}",,Ringgold,"[{'rating': ['6', '8', '7', '7', '9', '7', 'NR', 'NR'], 'data': {'Distance': ['1.5 mi', '2.7 mi', '2.5 mi', '3.0 mi', '4.9 mi', '4.8 mi', '3.1 mi', '3.2 mi'], 'Grades': ['PK–5', '6–8', '9–12', 'PK–5', '6–8', '9–12', '3–8', '2–8']}, 'name': ['Graysville Elementary School', 'Ringgold Middle School', 'Ringgold High School', 'Boynton Elementary School', 'Heritage Middle School', 'Heritage High School', 'Misty Meadows SDA Private School', 'Misty Meadows Sda Private School']}]",1750,30736,2.0,GA,,,,1304195,"$89,900"
